,username,date,content,preprocess_content,sentiment,sentiment_score
3989,3714,2020-10-20,"@wizkidayo @ENDSARS
@endpolicebrutality
@endbadgovernment
The struggle continue brother",wizkidayo endsars endpolicebrutality endbadgovernment struggle continue brother,negative,0.5195249915122986
3990,4264,2020-10-20,"@toolzdeyforyou @sarsmustgo
@endsars
@endpolicebrutality",toolzdeyforyou sarsmustgo endsars endpolicebrutality,positive,0.9674166440963745
3991,1935,2020-10-20,"@drizzybreezzy I dey wear ya agbada but the CBN no dey inside,credit ya boy!

@Endsars",drizzybreezzy dey wear ya agbada cbn dey insidecredit ya boy endsars,negative,0.7879130840301514
3992,1143,2020-10-20,@Gidi_Traffic @Moyo_VIP This is evil @EndSARS now,giditraffic moyovip evil endsars,negative,0.8348820209503174
3993,299,2020-10-20,"@EndSars. 
Fact sir. https://t.co/poamMxtfQu",endsars fact sir,positive,0.9891091585159302
3994,5420,2020-10-20,"@HenshawKate You're right my sister @EndSars, #EndPoliceBrutalityinNigera",henshawkate youre right sister endsars endpolicebrutalityinnigera,positive,0.9978744983673096
3995,5681,2020-10-20,Social media don’t forget @endsars https://t.co/1AJE0o3vpM,social media don’t forget endsars,positive,0.9860079884529114
3996,3031,2020-10-20,"B4 you give up ,remember dz isolation centre was built with 7bnaira ...Kogi state,ordinary canopy @endsars....keep retweeting https://t.co/bNOwiqd0Xr",b4 remember dz isolation centre built 7bnaira kogi stateordinary canopy endsarskeep retweeting,positive,0.9660444259643555
3997,1705,2020-10-20,@drizzybreezzy @SeunAdegbolaa @EndSARS,drizzybreezzy seunadegbolaa endsars,negative,0.9947939515113831
3998,5191,2020-10-20,@Uncleghost_ @ENDSARS MTN,uncleghost endsars mtn,negative,0.9964536428451538
3999,1129,2020-10-20,@YourAnonCenta_ Abeg Sterling bank no dey among the account wey you go hack😪😓. Boyz need money abeg @anonymous @Endsars,youranoncenta abeg sterling bank dey account wey hack boyz need money abeg anonymous endsars,negative,0.9997455477714539
4000,1508,2020-10-20,"@vanguardngrnews How much do Nigeria losses to our unfortunate politician every day, week, month and years.

Its unfortunate that we have wicked soul at the helm of affairs in the Nation.

Our politician has kill the Nation for selfish interest @ENDSARS Now",vanguardngrnews nigeria losses unfortunate politician day week month years unfortunate wicked soul helm affairs nation politician kill nation selfish interest endsars,negative,0.9925096035003662
4001,4762,2020-10-20,"@TheOnlyOlogi na person wifi i dey use to shout 
@endsars
 since yesterday 
help me oo
08107347310 
mtn #BaseOnWhat",theonlyologi na person wifi dey use shout endsars yesterday help oo 08107347310 mtn baseonwhat,positive,0.8874929547309875
4002,4762,2020-10-20,"@GiveawayNAlJA na person wifi i dey use to shout 
@endsars
 since yesterday 
help me oo
08107347310 mtn",giveawaynalja na person wifi dey use shout endsars yesterday help oo 08107347310 mtn,positive,0.7980071306228638
4003,4762,2020-10-20,"@GiveawayNAlJA na person wifi i dey use to shout @endsars since yesterday 
help me oo
08107347310",giveawaynalja na person wifi dey use shout endsars yesterday help oo 08107347310,positive,0.7024399638175964
4004,4285,2020-10-20,@YourAnonCentr_ @Endsars @IamDrSID,youranoncentr endsars iamdrsid,positive,0.784767210483551
4005,2102,2020-10-20,"Good morning, the struggles still continues. @EndSARS @EndSWAT @EndBADGOVERNANCE. https://t.co/wjhaJYiznB",good morning struggles continues endsars endswat endbadgovernance,positive,0.5226851105690002
4006,412,2020-10-20,@endsars @falzthebahdguy @mrmacaronii We receive strength for another day as we Sóró sókè again today.,endsars falzthebahdguy mrmacaronii receive strength day sóró sókè today,negative,0.7771130800247192
4007,2269,2020-10-20,@mrmacaronie_ @endsars,mrmacaronie endsars,negative,0.998598039150238
4008,540,2020-10-20,"@rukheryheart @jidesanwoolu @MBuhari @EndNepa @EndSars Hello.
Gud morning.",rukheryheart jidesanwoolu mbuhari endnepa endsars hello gud morning,positive,0.8594570159912109
4009,4536,2020-10-20,@YourAnonCentr_ @endsars💪💪,youranoncentr endsars,positive,0.8681989908218384
4010,2421,2020-10-20,"Fraudster Governor in kastina state.
@MaziNnamdiKanu
@bulamabukarti
@EndSARS
#aishayesufu
@KadariaAhmed
@Imamofpeace
@EUinNigeria
@Mc254043
https://t.co/D4VRkzdhwP",fraudster governor kastina state mazinnamdikanu bulamabukarti endsars aishayesufu kadariaahmed imamofpeace euinnigeria mc254043,negative,0.9944646954536438
4011,6261,2020-10-20,@_AdebolaMary Tried and   Focus @endsars,adebolamary tried focus endsars,negative,0.7506089806556702
4012,1271,2020-10-20,@odesanmijamal @djkaywise @EndSars @djkaywise #RevolutionMix @Endsars #Endpolicebrutality,odesanmijamal djkaywise endsars djkaywise revolutionmix endsars endpolicebrutality,positive,0.9926267266273499
4013,917,2020-10-20,"@Endsars. The Youths have done well. They need to engage gear 3.  Choose leaders that will negotiate with government. Give the government target 3 ,6 or 12 months. Their must be an exist plan. The strike will increase the hunger.",endsars youths need engage gear 3 choose leaders negotiate government government target 3 6 12 months exist plan strike increase hunger,negative,0.9758611917495728
4014,1608,2020-10-20,@DaudaJibrin13 @Waspapping_ See this idiotic being haba ok u mean the @securenorth struggle is a photocopy of @endsars hmm @MBuhari kai kaja muna we the northerners we no ourselves @strugglecontinue @Bulamacartoons @bbchausa @Sadiya_farouq @Hamzayu28849293 @securenorth @arewaisbleeding @elrufai @atiku @AABa https://t.co/sR60mEJB7O,daudajibrin13 waspapping idiotic haba ok u mean securenorth struggle photocopy endsars hmm mbuhari kai kaja muna northerners strugglecontinue bulamacartoons bbchausa sadiyafarouq hamzayu28849293 securenorth arewaisbleeding elrufai atiku aaba,negative,0.9976814985275269
4015,2516,2020-10-20,"Then y can't @MBuhari  come out to address instead of hiding in Aso Villa, wo if u no Soro soke ,OGUN go work oo.
@endsars
@Richard05669098 
@channelstv 
@_mrmacaroni 
@AishaYesufu 
@OfficialAPCNg 
@falzthebahdguy 
@YemieFASH https://t.co/hOBw7GylCU",y cant mbuhari come address instead hiding aso villa wo u soro soke ogun work oo endsars richard05669098 channelstv mrmacaroni aishayesufu officialapcng falzthebahdguy yemiefash,negative,0.6261072158813477
4016,2023,2020-10-20,@odesanmijamal @djkaywise @EndSars Since u dey share this I have not receive any are u sure u dey give data until I receive mine,odesanmijamal djkaywise endsars u dey share receive u sure u dey data receive,positive,0.8752833604812622
4017,4555,2020-10-20,"Control your happiness, don't let your peace down,truly you don't own your live its God but you have to control what you do with it @ENDSARS",control happiness dont let peace downtruly dont live god control endsars,negative,0.82276850938797
4018,2658,2020-10-20,"@odesanmijamal @djkaywise @EndSars @djkaywise #REVOLUTIONMIX #ENDSARS #EndPoliceBrutalityinNigera 
NO FORGET ME BABA OOO
ACCT NUMBER 0111428756.",odesanmijamal djkaywise endsars djkaywise revolutionmix endsars endpolicebrutalityinnigera forget baba ooo acct number 0111428756,positive,0.6675753593444824
4019,5729,2020-10-20,@adeyanjudeji @PoliceNG This is exactly the reason for @EndSARS. Rogue police doing criminal acts under police uniform and accusing innocent souls of the crime.,adeyanjudeji policeng exactly reason endsars rogue police criminal acts police uniform accusing innocent souls crime,positive,0.6627749800682068
4020,3640,2020-10-20,"@NGRPresident @NigeriaGov @MBuhari 
You guys pushed the youths to the wall, you can't stop us now. 
@EndSars @Endbadgovernance @EndCorruption",ngrpresident nigeriagov mbuhari guys pushed youths wall cant stop endsars endbadgovernance endcorruption,negative,0.9014961123466492
4021,357,2020-10-20,"@YourAnonCentral 
@Olamiide_ 
@Endsars",youranoncentral olamiide endsars,negative,0.9719960689544678
4022,1553,2020-10-20,@odesanmijamal @djkaywise @EndSars I am on ooo,odesanmijamal djkaywise endsars ooo,positive,0.8860765695571899
4023,2407,2020-10-20,"Na only person wey de alive de celebrate birthday.
@EndSARS
@ENDPOLICEBRUTALITY
@ENDBADGOVERNANCE
@HAPPYBIRTHDAYTOME https://t.co/vLUoFbXnQy",na person wey de alive de celebrate birthday endsars endpolicebrutality endbadgovernance happybirthdaytome,positive,0.9976490139961243
4024,1439,2020-10-20,We're back to our senses. @EndSars https://t.co/k16PwUeMco,senses endsars,positive,0.9840704202651978
4025,6294,2020-10-20,"@StanbicIBTC Fail transaction on my online banking and money was deducted, stanbic u have started again, Pls revert now, this how @EndSars start, and ppl will not respond",stanbicibtc fail transaction online banking money deducted stanbic u started pls revert endsars start ppl respond,negative,0.9989961981773376
4026,6251,2020-10-20,Keep your head up! @EndSARS,head endsars,negative,0.5266463756561279
4027,4860,2020-10-20,"Very necessary.
@Endsars https://t.co/zKAsRATuRb",necessary endsars,positive,0.9833959937095642
4028,1287,2020-10-20,@YoungPatriots_ @harryben_ @Endsars,youngpatriots harryben endsars,positive,0.9534614086151123
4029,2302,2020-10-20,@EndSARS https://t.co/AthC9MVV5P,endsars,positive,0.9828166961669922
4030,884,2020-10-20,"Maybe he was conscripted into the pro-sars, anti- @EndSARS gheng, in ignorance.
Or he is just lying.... https://t.co/RToXq4eYI1",maybe conscripted prosars anti endsars gheng ignorance lying,negative,0.9980798959732056
4031,6484,2020-10-20,@KASOZITALIQ1 @uchejombo @EndSars Focus #EndSARS,kasozitaliq1 uchejombo endsars focus endsars,negative,0.6954321265220642
4032,4170,2020-10-20,These people @EndSARS protesters should take note of this... Unless or otherwise there are personal interest in doing so!! https://t.co/2zwTqKRA2M,people endsars protesters note personal interest,positive,0.9676042199134827
4033,1423,2020-10-19,@Odunadekolade Glo @Endsars,odunadekolade glo endsars,negative,0.9787902235984802
4034,3276,2020-10-19,@EndSWATHQ @Busolamiiii Don't o and after all the lives lost @EndSARS,endswathq busolamiiii dont o lives lost endsars,negative,0.9491667151451111
4035,5432,2020-10-19,I can see a new dawn coming soon... nigeria government will now see that nigeria youth re not lazy ..I believe in revolution @endpoliceburality @endsars @destorybadgovernment ... innocent souls re crying for revenge ...and I believe the will get it ...@endsars @mayorki03126069 https://t.co/Pjj3hK3S9e,new dawn coming soon nigeria government nigeria youth lazy believe revolution endpoliceburality endsars destorybadgovernment innocent souls crying revenge believe endsars mayorki03126069,negative,0.9009872078895569
4036,2161,2020-10-19,@endsars #ENDBADGOVERNANCE https://t.co/vPDp1MUKWc,endsars endbadgovernance,positive,0.7754395604133606
4037,4655,2020-10-19,"@Princeabaz4real @AishaYesufu Are u telling me is government that send ikorodu protesters  to start to collect money from people, mount roll block in the express and start raping ladies. Or is it government that send thugs to block roads in Alausa and start to collect for passage.They ve derail from @EndSARS",princeabaz4real aishayesufu u telling government send ikorodu protesters start collect money people mount roll block express start raping ladies government send thugs block roads alausa start collect passagethey ve derail endsars,negative,0.9998119473457336
4038,4881,2020-10-19,Ondo egin on this ... ekimogun 💪 @endsars https://t.co/w2DHyWw44i,ondo egin ekimogun  endsars,positive,0.5727509260177612
4039,4655,2020-10-19,"@Princeabaz4real @AishaYesufu Where did u get the information u people are dishing out,is @EndSARS protesters that give thug and hoodlums to attack u people cos protests has limit especially where there's demand presented to government and we need to settled down and give sometime to start implement d demand",princeabaz4real aishayesufu u information u people dishing outis endsars protesters thug hoodlums attack u people cos protests limit especially theres demand presented government need settled start implement d demand,negative,0.7186934947967529
4040,4567,2020-10-19,@aqualady6666 @endsars,aqualady6666 endsars,negative,0.5721244215965271
4041,5415,2020-10-19,"@phynofino @Tintedeyekay My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",phynofino tintedeyekay people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9984806180000305
4042,5415,2020-10-19,"My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9965028762817383
4043,5415,2020-10-19,"@mickiebrownkie My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",mickiebrownkie people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9988528490066528
4044,5415,2020-10-19,"@TheShehus @pyrrhone @mickiebrownkie My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",theshehus pyrrhone mickiebrownkie people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9993389248847961
4045,168,2020-10-19,"Simplest things get serious in these time. What is happening in this country?
@Endsars",simplest things time happening country endsars,negative,0.6212454438209534
4046,5415,2020-10-19,"@TheShehus @ayodejiayoola09 @mickiebrownkie My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",theshehus ayodejiayoola09 mickiebrownkie people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9975547194480896
4047,4464,2020-10-19,@lukxybea @kiiiinnk @EndSars,lukxybea kiiiinnk endsars,negative,0.8217495679855347
4048,5415,2020-10-19,"@jossyosondu @_iamb_erry @TheShehus @mickiebrownkie My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",jossyosondu iamberry theshehus mickiebrownkie people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9975774884223938
4049,6397,2020-10-19,"@yourannoycentra @endsars
#EndPoliceBrutalityinNigera 
#EndBadGoveranceInNigeria 
#EndSWAT",yourannoycentra endsars endpolicebrutalityinnigera endbadgoveranceinnigeria endswat,negative,0.6857050657272339
4050,5415,2020-10-19,"@TheShehus @mickiebrownkie My people self they fear too much
We always get reason to fear:
We no wan die
We no wan wound
I get one child
Mama dey for house
Papa dey for house
I wan build house
I don build house
I want enjoy
I no wan go
Ah!
So policeman go slap your face
You no go talk
@EndSARS",theshehus mickiebrownkie people self fear reason fear wan die wan wound child mama dey house papa dey house wan build house don build house want enjoy wan ah policeman slap face talk endsars,negative,0.9993882179260254
4051,5319,2020-10-19,@is_salsu @EndSARS,issalsu endsars,positive,0.7562434077262878
4052,3530,2020-10-19,@ENDSARS,endsars,positive,0.9828166961669922
4053,3892,2020-10-19,@odesanmijamal @djkaywise @EndSars Hi,odesanmijamal djkaywise endsars hi,positive,0.8446937203407288
4054,3530,2020-10-19,@falzthebahdguy Hmmmmm they don't know that we ain't joking... @ENDSARS,falzthebahdguy hmmmmm dont know aint joking endsars,negative,0.997035026550293
4055,1950,2020-10-19,@AnonymNigeria We keep praying this shit should end @Endsars,anonymnigeria praying shit end endsars,negative,0.6605440378189087
4056,1909,2020-10-19,@YourAnonCentr_ @EndSars,youranoncentr endsars,positive,0.8681989908218384
4057,4561,2020-10-19,"@yourannoycentra Remember only honest citizens deserves honest leaders,pls quit this,let's fight  better @ENDSARS @ENDPOLICEBRUTALITY",yourannoycentra remember honest citizens deserves honest leaderspls quit thislets fight better endsars endpolicebrutality,negative,0.991611659526825
4058,288,2020-10-19,"You can fool some people sometimes but you can't fool them all the time, get up ,stand up, for your right,@endsars. https://t.co/4kwIRvk7bG",fool people cant fool time stand rightendsars,negative,0.88250732421875
4059,2439,2020-10-19,@endsars,endsars,positive,0.9828166961669922
4060,748,2020-10-19,May God bring judgement on dem all speedily @endsars https://t.co/OA0io37wri,god bring judgement dem speedily endsars,positive,0.9483645558357239
4061,6435,2020-10-19,"@Orlah_midey @YulEdochie @EndSars Mumu watin he talk watin u dey talk, ode 😒😒😒",orlahmidey yuledochie endsars mumu watin talk watin u dey talk ode ,positive,0.9443406462669373
4062,636,2020-10-19,"@KoloKennethK Please let their be volunteers from the @EndSars protester that will defend other protester's,most our people that has license pump action should bring them out with Hatchets,they are civilian like us, millions of protester can't keep running from few thugs.defends is the solu.",kolokennethk let volunteers endsars protester defend protestersmost people license pump action bring hatchetsthey civilian like millions protester cant running thugsdefends solu,negative,0.9716713428497314
4063,754,2020-10-19,"@EndSars
@EndSwat
@Endpolicebrutality",endsars endswat endpolicebrutality,positive,0.9770186543464661
4064,668,2020-10-19,"African star by @burnaboy  x @sautisol  ❤️
📢@Endsars🇳🇬🇮🇱🇺🇸",african star burnaboy x sautisol  endsars,positive,0.8707714676856995
4065,2139,2020-10-19,I guess it is very important to end all of them by using our tag as beautifully move @EndSars https://t.co/g5O45wmyaY,guess important end tag beautifully endsars,positive,0.9677788019180298
4066,3982,2020-10-19,@drizzybreezzy @endsars,drizzybreezzy endsars,negative,0.6204932928085327
4067,3277,2020-10-19,@HQNigerianArmy @NigeriaPolice @endsars @DONJAZZY https://t.co/OdLPpcEPaM,hqnigerianarmy nigeriapolice endsars donjazzy,negative,0.72182297706604
4068,4840,2020-10-19,@djkaywise @odesanmijamal Alaye joor joor jooor @djkaywise  @godwinantwi9 @EndSars @EndPolicebrutality,djkaywise odesanmijamal alaye joor joor jooor djkaywise godwinantwi9 endsars endpolicebrutality,positive,0.9903440475463867
4069,5176,2020-10-19,@aliciakeys @keyssoulcare I stand with @aliciakeys  @EndSARS,aliciakeys keyssoulcare stand aliciakeys endsars,positive,0.9331344366073608
4070,5326,2020-10-19,"@kokondo9 @Dunamis_Writz @BashirAdeleye @Lionezz__ @EndSars Are we going to protest when private organisations sack people cos, they did not come to work or consistent latecomers? Just saying. But, I’m still 100% in support even though I had to pay for passage today and a guy was beaten up for asking why?",kokondo9 dunamiswritz bashiradeleye lionezz endsars going protest private organisations sack people cos come work consistent latecomers saying i’m 100 support pay passage today guy beaten asking,negative,0.8929193019866943
4071,4840,2020-10-19,@nortey__ Let them come to master wale for a rehearsal @nortey__ @godwinantwi9 @EndSars @DONJAZZY,nortey let come master wale rehearsal nortey godwinantwi9 endsars donjazzy,positive,0.8586997985839844
4072,6328,2020-10-19,@OladosuSegun12 @MisturSanjay @EndSars Segun don enter bus😂#EndPoliceBrutalityinNigeraNOW #EndSARSImmediately,oladosusegun12 mistursanjay endsars segun don enter busendpolicebrutalityinnigeranow endsarsimmediately,negative,0.8538023233413696
4073,3232,2020-10-19,"@odesanmijamal @djkaywise @EndSars 0159082909
Philip Anthony odeigah
GTB(savings account)
Dj Kay abeg your boy dei loyal oh I rep your work abeg help a brother",odesanmijamal djkaywise endsars 0159082909 philip anthony odeigah gtbsavings account dj kay abeg boy dei loyal oh rep work abeg help brother,positive,0.991622269153595
4074,3871,2020-10-19,@EWAWUNMIII To buy gold chain sure pass ooh ..after you buy the chain finish go chill with @EndSars for lekki after the protest sell the chain or go sleep for under bridge oshodi,ewawunmiii buy gold chain sure pass ooh buy chain finish chill endsars lekki protest sell chain sleep bridge oshodi,negative,0.9987547397613525
4075,6393,2020-10-19,@iamrmacaronii @iamthemrmacaronii @EndSARS,iamrmacaronii iamthemrmacaronii endsars,negative,0.8426001071929932
4076,1065,2020-10-19,@erigganewmoney See what is giving to us keke to drive is keke now become youth dream @endsars,erigganewmoney giving keke drive keke youth dream endsars,positive,0.9673375487327576
4077,710,2020-10-19,"@Olamiide_ @olamide
@Endsars",olamiide olamide endsars,negative,0.9819546937942505
4078,2868,2020-10-19,"That's the spirit man. I share your perseverance @endsars, It will definitely pay. https://t.co/uUxFoWwAad",thats spirit man share perseverance endsars definitely pay,positive,0.9977903366088867
4079,2606,2020-10-19,"Victor Osimhen held up a shirt calling for an end of police Brutality in Nigeria after scoring his first goal for Napoli .
@EndSARS https://t.co/U6dZMdX37I",victor osimhen held shirt calling end police brutality nigeria scoring goal napoli endsars,positive,0.7578423023223877
4080,5275,2020-10-19,"@Dunamis_Writz @BashirAdeleye @Lionezz__ @EndSars Let all join make the country a better place so we can all enjoy our sweat 😓 when it finally pays off, if u fight each other how then will yur demands be taken serious",dunamiswritz bashiradeleye lionezz endsars let join country better place enjoy sweat  finally pays u fight yur demands taken,positive,0.9905063509941101
4081,5275,2020-10-19,"@Dunamis_Writz @BashirAdeleye @Lionezz__ Reading through the coments is lik the @endsars protest is been channel by a section of 🇳🇬 while others are fighting for their daily bread, come on guys this should be a national fight, what is the point in fighting for money when the one to protect u can kill u aftr u mak money",dunamiswritz bashiradeleye lionezz reading coments lik endsars protest channel section  fighting daily bread come guys national fight point fighting money protect u kill u aftr u mak money,negative,0.9835247993469238
4082,3887,2020-10-19,@ENDSARS,endsars,positive,0.9828166961669922
4083,1698,2020-10-19,@odesanmijamal @djkaywise @EndSars Data ooooo,odesanmijamal djkaywise endsars data ooooo,positive,0.9270662665367126
4084,1596,2020-10-19,"@djkaywise @endsars
@endpolicebrutality
@revolutionmix",djkaywise endsars endpolicebrutality revolutionmix,positive,0.9864215850830078
4085,2738,2020-10-19,@EndSars https://t.co/LIDDiJuZIS,endsars,positive,0.9828166961669922
4086,1489,2020-10-19,"@He_literate @MutairuBolaji 0459358087
Gtbank
Babatunde
@Endsars
@Endsarsnow https://t.co/SOk2M5vU1Z",heliterate mutairubolaji 0459358087 gtbank babatunde endsars endsarsnow,positive,0.7831291556358337
4087,26,2020-10-19,@Mztiifaah @Ola__Maryam @EndSARS,mztiifaah olamaryam endsars,negative,0.6783227920532227
4088,1489,2020-10-19,"@He_literate @MutairuBolaji @Endsars
@Endsarsnow!!!
0459358087
GTBANK
BABATUNDE https://t.co/7Cnhm63TcJ",heliterate mutairubolaji endsars endsarsnow 0459358087 gtbank babatunde,negative,0.5043728947639465
4089,5168,2020-10-19,"@Fabiano08335513 @EndSars ALL Nigerians GAY/STRAIGHT deserve to be protected against police brutality/injustice

NOTHING remotely funny about mocking another person's pain/creating a circus that sets 'em up to be dragged

Yes focus is #EndSARS AND it's inclusive 
Don't ever tag me on meanspirited tweets🙏",fabiano08335513 endsars nigerians gaystraight deserve protected police brutalityinjustice remotely funny mocking persons paincreating circus sets em dragged yes focus endsars inclusive dont tag meanspirited tweets,negative,0.9995837807655334
4090,5871,2020-10-19,"@AishaYesufu,@Endsars
Special anti-robbery squad/Severe acute respiratory sydrome(SARS).
Both are pathological, Opportunistic and parasitical macro/microorganisms.
#EndSARS",aishayesufuendsars special antirobbery squadsevere acute respiratory sydromesars pathological opportunistic parasitical macromicroorganisms endsars,positive,0.9095377922058105
4091,2738,2020-10-19,@EndSars✊ https://t.co/qADnEelw8c,endsars,positive,0.9828166961669922
4092,6007,2020-10-19,"@jidesanwoolu @MBuhari 
@EndNepa almost two weeks na, no light. Not just @EndSars we must @EndNepa too",jidesanwoolu mbuhari endnepa weeks na light endsars endnepa,negative,0.9680544137954712
4093,648,2020-10-19,"@AnonGeneralwire Baba do sterling bank abeg 🙏🏼
@endsars",anongeneralwire baba sterling bank abeg  endsars,negative,0.9194208383560181
4094,2738,2020-10-19,@EndSars✊ https://t.co/cChkbbDEbj,endsars,positive,0.9828166961669922
4095,2532,2020-10-19,@endSARS protest today in Enugu https://t.co/iDHGa7o3Gw,endsars protest today enugu,negative,0.9483482837677002
4096,1489,2020-10-19,"@He_literate 0459358087
Gtbank
@Endsars
@Endsarsnow https://t.co/aRBYOxHeLw",heliterate 0459358087 gtbank endsars endsarsnow,positive,0.9956732392311096
4097,4425,2020-10-19,"Everyone is saying, let's discuss with the govt. The problem is, govt has never been sincere to the plight of the youths &amp; downtrodden. Let @MBuha sack IGP &amp; see if youths won't discuss. Just show one sincerity. That's all. Haba.. @ENDSARS",saying lets discuss govt problem govt sincere plight youths amp downtrodden let mbuha sack igp amp youths wont discuss sincerity thats haba endsars,negative,0.9971789121627808
4098,1489,2020-10-19,"@He_literate 0459358087 Gtbank
@Endsars @Endsarsnow",heliterate 0459358087 gtbank endsars endsarsnow,positive,0.9956732392311096
4099,3634,2020-10-19,@Rene_noire @EndSARS,renenoire endsars,negative,0.8781065344810486
4100,3634,2020-10-19,@iamrmacaronii @EndSARS,iamrmacaronii endsars,negative,0.9467244148254395
4101,2763,2020-10-19,"The government is truly not sincere, and they think we would abandon the protest because they hire thugs. They have not seen anything yet. @Endsars @EndNASShugepay @Endpolicebrutality https://t.co/jZKQSBuMOq",government truly sincere think abandon protest hire thugs seen endsars endnasshugepay endpolicebrutality,negative,0.9745463132858276
4102,611,2020-10-19,"@patorankingfire @adekunleGOLD Those are one of the fools we talking about, if what the billboard says is true then we want it to calculate nation wide      Anyways!!! @EndSARS @EndPoliceBrutality",patorankingfire adekunlegold fools talking billboard says true want calculate nation wide anyways endsars endpolicebrutality,negative,0.9101066589355469
4103,658,2020-10-19,"Let's keep fighting for the country we desire,,,,,the innocent blood shouldn't just go like that,,,,,, enough is enough 🇳🇬👎🏽😠 @endsars https://t.co/0A9kqegR2X",lets fighting country desirethe innocent blood shouldnt like  endsars,positive,0.673450767993927
4104,5139,2020-10-19,@endsars https://t.co/lEJoERDj58,endsars,positive,0.9828166961669922
4105,2171,2020-10-19,@odesanmijamal @djkaywise @EndSars 08136581131 mtn,odesanmijamal djkaywise endsars 08136581131 mtn,positive,0.9812955260276794
4106,1129,2020-10-19,@Sterling_Bankng @YourAnonCentral Abeg Sterling bank give them chance to at least borrow money from you into all your customers account @Anonymous We dey expect your hand do us the way you do gtbank customer @Endsars @Endpolicebrutality @wegodeywaitforalert.,sterlingbankng youranoncentral abeg sterling bank chance borrow money customers account anonymous dey expect hand way gtbank customer endsars endpolicebrutality wegodeywaitforalert,negative,0.9969808459281921
4107,6462,2020-10-19,Sha Dey remember despite all the whole year budget of billions and trillions we no dey see anything   Buying bulletproof cars roaming all over Abuja streets. WHAT IS THE FUTURE OF NIGERIA AS A NATION @ENDBADGOVERNANCE @ENDSWAT @ENDSARS @ENDPOLICEBRUTALITY,sha dey remember despite year budget billions trillions dey buying bulletproof cars roaming abuja streets future nigeria nation endbadgovernance endswat endsars endpolicebrutality,negative,0.7641618251800537
4108,1430,2020-10-19,@IntelRegion @intelregion @endsars,intelregion intelregion endsars,positive,0.8045543432235718
4109,3332,2020-10-19,"They are included in the agenda justice will fetch them 
We move @endsars https://t.co/qmYfJEUJjY",included agenda justice fetch endsars,positive,0.8355163931846619
4110,655,2020-10-19,"Oligarchy and not democracy Nigeria has been practicing, now that we are clamouring for democracy, they are taking almost forever to listen.

@MBuhari don't forget we trusted you enough to vote for you, we are asking you to return the favor.

Help us end the suffering.

@endSARS",oligarchy democracy nigeria practicing clamouring democracy taking forever listen mbuhari dont forget trusted vote asking return favor help end suffering endsars,positive,0.6905973553657532
4111,5226,2020-10-19,@toolzdeyforyou @Endsars,toolzdeyforyou endsars,positive,0.9941514134407043
4112,1434,2020-10-19,"@YourAnonCentr_ @EndSARS🇳🇬
@EndSWATHQ",youranoncentr endsars endswathq,positive,0.963649332523346
4113,4863,2020-10-19,Chai...😭😭😭 Oooh God are rise and fight for us .... @Endsars @PoliceNG @MBuhari @aishambuhari @ProfOsinbajo @UN @UN_Nigeria @CNN @CNNnewsroom @NigeriaNewsdesk @ABC @AIT_Online @NigAirForce @NigeriaNewsdesk @enews @FoxNews https://t.co/ITzIHBBDYX,chai oooh god rise fight endsars policeng mbuhari aishambuhari profosinbajo un unnigeria cnn cnnnewsroom nigerianewsdesk abc aitonline nigairforce nigerianewsdesk enews foxnews,negative,0.9236599802970886
4114,3936,2020-10-19,@yemialadee @Endsars,yemialadee endsars,positive,0.6784659624099731
