,username,date,content,preprocess_content,sentiment,sentiment_score
5269,adaeze_nwankwo,2020-10-17 13:26:20+00:00,They are the yahoo boy @EndSARS https://t.co/XNgfeScwd4,yahoo boy endsars,negative,0.6932618618011475
5270,Oluwasomidotu12,2020-10-17 13:25:03+00:00,@EWAWUNMIII @ENDSARS,ewawunmiii endsars,negative,0.794859766960144
5271,Oluwasomidotu12,2020-10-17 13:23:25+00:00,@iamDo2dtun @IamChiji14 09058660762 @ENDSARS,iamdo2dtun iamchiji14 09058660762 endsars,positive,0.9457953572273254
5272,TONYHARRY111,2020-10-17 13:21:33+00:00,@drizzybreezzy @Endsars,drizzybreezzy endsars,negative,0.6204932332038879
5273,Oluwasomidotu12,2020-10-17 13:21:12+00:00,@fkabudu @ENDSARS I need data plsss 09058660762,fkabudu endsars need data plsss 09058660762,positive,0.9623717069625854
5274,enascruz,2020-10-17 13:19:03+00:00,@SundayW77720268 @atiku @EndSars I day tell u. If this country balance u think say boys for no day work? Make we day see truth talk abeg,sundayw77720268 atiku endsars day tell u country balance u think boys day work day truth talk abeg,negative,0.5728596448898315
5275,amosope2,2020-10-17 13:16:52+00:00,@officialnairam1 @iamDo2dtun @AishaYesufu  road locked @endsars https://t.co/d5n09n8Aii,officialnairam1 iamdo2dtun aishayesufu road locked endsars,negative,0.7269373536109924
5276,amosope2,2020-10-17 13:14:24+00:00,@endsars live ilasa https://t.co/51IGgYRMzT,endsars live ilasa,positive,0.98916095495224
5277,ade03330192,2020-10-17 13:13:19+00:00,"@ENDSARS 
End means 
S - Senators
A - And
R - Reps
S - Salary.",endsars end means s senators r reps s salary,positive,0.6760013699531555
5278,isanafisah1,2020-10-17 13:12:15+00:00,@90cAyo @EndSARS Glo nig,90cayo endsars glo nig,negative,0.9999881982803345
5279,isanafisah1,2020-10-17 13:11:10+00:00,@90cAyo @endsars ✊🏻✊🏻,90cayo endsars ,negative,0.9834730625152588
5280,otunbawoka,2020-10-17 13:10:16+00:00,@endSARS https://t.co/1FqRx23VY3,endsars,positive,0.9828166961669922
5281,micolo23001,2020-10-17 13:08:13+00:00,Still on the matter @EndSARS,matter endsars,positive,0.7305989861488342
5282,Kunfu_pee,2020-10-17 13:05:37+00:00,@LiteMods @anonymous @anonbaby @endsars @DONJAZZY @mrmacaronii #ReformTheNigeriaPolice #ReformNigeria https://t.co/9BJktCvrsi,litemods anonymous anonbaby endsars donjazzy mrmacaronii reformthenigeriapolice reformnigeria,positive,0.7682552337646484
5283,Oluwasomidotu12,2020-10-17 13:00:26+00:00,@NaijaPidgin_ @ENDSARS 09058660762,naijapidgin endsars 09058660762,positive,0.901761531829834
5284,Oluwasomidotu12,2020-10-17 12:59:26+00:00,"@NaijaPidgin_ @ENDSARS
@ENDPOLICEBRUTALITY
GLO",naijapidgin endsars endpolicebrutality glo,negative,0.9955045580863953
5285,Izudeborah,2020-10-17 12:57:59+00:00,Honestly just @Endsars already https://t.co/pmq22BHd7F,honestly endsars,positive,0.9925659894943237
5286,Sullzcode,2020-10-17 12:57:44+00:00,@binance @EndSars,binance endsars,positive,0.9885884523391724
5287,HassanOyeladun,2020-10-17 12:56:34+00:00,"@Odunadekolade 0148608064 Gtbank
@EndSARS",odunadekolade 0148608064 gtbank endsars,positive,0.6360674500465393
5288,AbdulazeezGbol3,2020-10-17 12:53:59+00:00,We ain’t playing here #_OBADORE_#🙅‍♂️🙅‍♂️🙅‍♂️ @ENDSARS🙅‍♂️🙅‍♂️🙅‍♂️🙅‍♂️ https://t.co/0wdUaxuQuL,ain’t playing obadore‍‍‍ endsars‍‍‍‍,negative,0.9515509009361267
5289,UOkoroTVC,2020-10-17 12:45:05+00:00,@Killos50 @EndSars Amen!!!,killos50 endsars amen,negative,0.8365448117256165
5290,kenkeyjudge,2020-10-17 12:41:27+00:00,@DrOlufunmilayo When is the 72 hours @endsars,drolufunmilayo 72 hours endsars,positive,0.9962491393089294
5291,yemi_cash,2020-10-17 12:36:24+00:00,@Endsars https://t.co/tX14SVq4pv,endsars,positive,0.9828166961669922
5292,jeroslink,2020-10-17 12:32:01+00:00,@mr_macaronii We are going higher we must achieve it @EndSars in all ramification,mrmacaronii going higher achieve endsars ramification,negative,0.515296459197998
5293,Ogunsola_OO,2020-10-17 12:28:04+00:00,@EkumaDivine2 @MobilePunch God bless Nigeria @Endsars,ekumadivine2 mobilepunch god bless nigeria endsars,positive,0.9607127904891968
5294,real_emm_peror,2020-10-17 12:22:58+00:00,@Orlah_midey @YulEdochie @EndSars Clout animal,orlahmidey yuledochie endsars clout animal,positive,0.9997081160545349
5295,Gibsonemmanue11,2020-10-17 12:21:54+00:00,@stargirlxxx6 @davido @EndSars If we check am the bastard still day book GO RIDE .. u sabi English na him you no go protest make you speak for us ... Animal person 🤣🤣,stargirlxxx6 davido endsars check bastard day book ride u sabi english na protest speak animal person 🤣🤣,negative,0.997742772102356
5296,Nigemerican,2020-10-17 12:17:00+00:00,"On the move again!!!!
@EndSars",endsars,positive,0.9828166961669922
5297,JBaffaly,2020-10-17 12:16:53+00:00,@NigeriaStories @endsars,nigeriastories endsars,negative,0.8522657752037048
5298,sexpornW77720,2020-10-17 12:16:38+00:00,"@burnaboy I just wake this morning pick up my phone 
And download @YAWADAY BY @burnaboy 
County hard like stone 
@Endsars 
@Endpolicebrutality 
@Endbadgoverment 
    If posible let end that man in the office",burnaboy wake morning pick phone download yawaday burnaboy county hard like stone endsars endpolicebrutality endbadgoverment posible let end man office,negative,0.7048063278198242
5299,CharleSChinedu4,2020-10-17 12:14:13+00:00,"@ENDSARS,@ENDPOLICEBRUTALITY",endsarsendpolicebrutality,positive,0.8888163566589355
5300,franklyOffLesh,2020-10-17 12:13:03+00:00,"People who don’t know our country!!🇳🇬
or our Police 👮 
might conclude these people😫
were targeted BECAUSE they have dread💔🇳🇬
@EndSars👹 
@PoliceNG",people don’t know country police  conclude people targeted dread endsars policeng,negative,0.9954994320869446
5301,badpadi,2020-10-17 12:04:05+00:00,"@onIineprotester @endsars
@endpolicebrutality
@sarsmustend",oniineprotester endsars endpolicebrutality sarsmustend,positive,0.8077132701873779
5302,franklyOffLesh,2020-10-17 12:03:47+00:00,"If dogs are governing a country💔, 
what can you hear every day⁉️
 other than horrible barking noises
            @MBuhari _*. @Endswat😢💔🇳🇬 @EndSars",dogs governing country hear day⁉ horrible barking noises mbuhari endswat endsars,negative,0.9999504089355469
5303,KejiLab,2020-10-17 12:01:45+00:00,@davvydmoore @Endsars,davvydmoore endsars,positive,0.9935008883476257
5304,EmperorZid,2020-10-17 11:59:31+00:00,@endsars,endsars,positive,0.9828166961669922
5305,AsimoleAustin,2020-10-17 11:57:04+00:00,"They should be a nation wide lockdown this issues is way bigger than covid 19 and has taken a lot of lifes innocent lifes enough is enough.
@AsimoleAustin @endsars @endinpunity",nation wide lockdown issues way bigger covid 19 taken lot lifes innocent lifes asimoleaustin endsars endinpunity,negative,0.8301553130149841
5306,Chino70967691,2020-10-17 11:54:45+00:00,@EndSARS @EndSWAT @EndPoliceBrutality♥️,endsars endswat endpolicebrutality,positive,0.9770186543464661
5307,ToheebLawrence,2020-10-17 11:46:25+00:00,@ChelseaFC @EndSars!!!!!!!!!!!!!!!! Nigerian need help UK!!!!!!!!!! We go watch match live today for toll gate!!! All bad government in Nigeria will Suffere IJN,chelseafc endsars nigerian need help uk watch match live today toll gate bad government nigeria suffere ijn,negative,0.9635671973228455
5308,ChuddyVictor,2020-10-17 11:45:51+00:00,@Drdolor___ Fake account spotted @EndSars @EndSwat,drdolor fake account spotted endsars endswat,negative,0.9991299510002136
5309,linudynic,2020-10-17 11:43:16+00:00,"@BashirAhmaad Nigerians are no longer interested in your football news! @ENDSARS, @MBuhari resign is our focus!",bashirahmaad nigerians longer interested football news endsars mbuhari resign focus,negative,0.999421238899231
5310,heniitan123,2020-10-17 11:35:36+00:00,"@90sSophie #EndSARS 
#EndSARS 
@endsars
#EndSARS",90ssophie endsars endsars endsars endsars,positive,0.9663575887680054
5311,Henryuchet,2020-10-17 11:34:52+00:00,@Orlah_midey @YulEdochie @EndSars I for finish the girl but as una don finish am before I come make I mercy am,orlahmidey yuledochie endsars finish girl una don finish come mercy,positive,0.8677829504013062
5312,somaoffical,2020-10-17 11:33:25+00:00,Justice for all @Endsars @endswatnow https://t.co/0hFkR2Ov4D,justice endsars endswatnow,positive,0.9951143264770508
5313,Maryjan96373867,2020-10-17 11:28:33+00:00,"@EndSARS
@EndPOLICEBRUTALITY
@EndBADGOVERNANCE
@EndSWAT
We want a better Nigeria",endsars endpolicebrutality endbadgovernance endswat want better nigeria,positive,0.8519835472106934
5314,Itsjafur,2020-10-17 11:23:40+00:00,@MBuhari @NOIweala @Endsars #endsars,mbuhari noiweala endsars endsars,negative,0.5907523036003113
5315,auadebayo,2020-10-17 11:22:43+00:00,@MBuhari  see your life outside you don cast finally even in katsina dey cast .....werey...... @Endsars @segalink https://t.co/lKgFLa1yon,mbuhari life outside don cast finally katsina dey cast werey endsars segalink,positive,0.9936228394508362
5316,Louis05118469,2020-10-17 11:22:03+00:00,@EndSARS https://t.co/jDbHr2Puiw,endsars,positive,0.9828166961669922
5317,somaoffical,2020-10-17 11:20:12+00:00,@FirstBankngr Shut up and @Endsars @endswatnow. Na bank wey protest na the bank wey go put our money,firstbankngr shut endsars endswatnow na bank wey protest na bank wey money,negative,0.9992706179618835
5318,pamilerin_xo,2020-10-17 11:19:00+00:00,@oliverex_ @Ariketots_ @Endsars,oliverex ariketots endsars,positive,0.697001039981842
5319,tijani123gashua,2020-10-17 11:18:07+00:00,"@ortezofficial @Willahaotu @Apirjw @ShehuSani @MobilePunch @YeleSowore My brother, you and I both know that it wasn't right to deviate from the mainstream. He should either join the protesters @EndSars or wait for them till they have finished and he starts his revolution.",ortezofficial willahaotu apirjw shehusani mobilepunch yelesowore brother know wasnt right deviate mainstream join protesters endsars wait till finished starts revolution,negative,0.985225260257721
5320,Maryjan96373867,2020-10-17 11:15:50+00:00,@davvydmoore @EndSARS,davvydmoore endsars,positive,0.9935008883476257
5321,success2samuel,2020-10-17 11:14:15+00:00,@drizzybreezzy @DGreyOne @Endsars,drizzybreezzy dgreyone endsars,negative,0.9806514382362366
5322,Goddanspike,2020-10-17 11:13:51+00:00,"@tosindan4u @EndSars sir if that's your own solution then I must say you need to be checked up at Yaba Left.

Set the military on the same person you called your citizens. We're not 🐄 cuz am sure that's what is on your big useless head.",tosindan4u endsars sir thats solution need checked yaba left set military person called citizens  cuz sure thats big useless head,negative,0.9992148876190186
5323,franklyOffLesh,2020-10-17 11:12:21+00:00,"Eim happiness 
    Only find at home
 No Safety outthere No Free movement 💔💯
@Endsars 🇳🇬💯💔 https://t.co/DFOKWChNiM",eim happiness find home safety outthere free movement  endsars ,positive,0.9899300932884216
5324,iam_victorgold,2020-10-17 11:09:28+00:00,@Orlah_midey @YulEdochie @EndSars Thumbs up 👍🏾👍🏾👍🏾 @Orlah_midey d man is a fvcking hypocrite,orlahmidey yuledochie endsars thumbs  orlahmidey d man fvcking hypocrite,negative,0.999602735042572
5325,sexpornW77720,2020-10-17 11:05:03+00:00,"@atiku None of them will see him now 
Look at the lazy youth 
But when he start making it he will become yahoo boy 
    @Endsars
     @EndMBuhari 
    God will punish them all https://t.co/1pYTpaX5TI",atiku look lazy youth start making yahoo boy endsars endmbuhari god punish,negative,0.9987390637397766
5326,Baritema1,2020-10-17 11:00:31+00:00,@Endsars https://t.co/sHtGAupsC0,endsars,positive,0.9828166961669922
5327,inwangss,2020-10-17 10:59:28+00:00,"Thank you @obyezeks. If only Nigeria knows your true worth. Many of us that have followed you through the decades do.

We need you to articulate this @EndSars movement and ensure deliverables for the youth. https://t.co/dQEFNdArMV",thank obyezeks nigeria knows true worth followed decades need articulate endsars movement ensure deliverables youth,positive,0.9777659177780151
5328,Baritema1,2020-10-17 10:57:58+00:00,"@iDanDizzy Na Mhan U be
@Endsars",idandizzy na mhan u endsars,negative,0.5113219618797302
5329,temple_booma,2020-10-17 10:57:16+00:00,@ayemojubar Who's this fool @Endsars,ayemojubar whos fool endsars,positive,0.7486628890037537
5330,Afolayandamila6,2020-10-17 10:57:16+00:00,"@MobilePunch Implementation includes cutting of your salaries hope you know @MBuhari ,@NGRSenate @CNN @AJEnglish @UN @ENDSARS",mobilepunch implementation includes cutting salaries hope know mbuhari ngrsenate cnn ajenglish un endsars,negative,0.9889100790023804
5331,Thefear02420563,2020-10-17 10:49:10+00:00,"@atiku Sir all your support in this movement is highly appreciated but please give the youth the chance to take over come @2023 presidential election,we need change and we can't entrust such to you.
@EndSars
@EndSWART",atiku sir support movement highly appreciated youth chance come 2023 presidential electionwe need change cant entrust endsars endswart,positive,0.921757698059082
5332,Shoyemifolakem1,2020-10-17 10:48:51+00:00,"@SoroSoke9JA @Sorosoke9jA 
@EndSARS",sorosoke9ja sorosoke9ja endsars,negative,0.543148398399353
5333,AndersonThomso8,2020-10-17 10:45:27+00:00,@ENDSARS https://t.co/IV5arPQNrZ,endsars,positive,0.9828166961669922
5334,Golvin20,2020-10-17 10:44:49+00:00,"@Orlah_midey @YulEdochie @EndSars You're a full grown bastard,nepotism, carnivorous, diluted fool,shapeless monkey, group of biotic organisms, thunder from Buhari left testicles strike u there,ewu ofia 😡😡😡😡",orlahmidey yuledochie endsars youre grown bastardnepotism carnivorous diluted foolshapeless monkey group biotic organisms thunder buhari left testicles strike u thereewu ofia ,negative,0.9988644123077393
5335,stella0pinky,2020-10-17 10:42:29+00:00,"My biggest blessing #EndPoliceBrutality we can't wait to give you guys the world @endsars 

Mama waiting for her baby https://t.co/uG50lLysm1",biggest blessing endpolicebrutality cant wait guys world endsars mama waiting baby,positive,0.989255428314209
5336,Solomonowol,2020-10-17 10:38:27+00:00,@legitngnews @NCDCgov And hope the NCDC is aware that staying in the hot sun and being involved in energy athlete like that obtained from @EndSARS protest is enough to shield off the early stage COVID-19 infection. SARS is a more worrisome virus among others  attacking the future of the country.,legitngnews ncdcgov hope ncdc aware staying hot sun involved energy athlete like obtained endsars protest shield early stage covid19 infection sars worrisome virus attacking future country,positive,0.6330162882804871
5337,joep689,2020-10-17 10:37:56+00:00,"@Endsars
@Endsars
@OloriSupergal 
@Endsars",endsars endsars olorisupergal endsars,positive,0.9474194645881653
5338,yoruba_blood,2020-10-17 10:37:39+00:00,Please take not of this brothers and sisters @EndSars https://t.co/7QJIokAdwj,brothers sisters endsars,positive,0.9914963245391846
5339,smfurniture01,2020-10-17 10:35:25+00:00,@iseco11 @Endsars,iseco11 endsars,negative,0.9586166739463806
5340,OgidiShedrach,2020-10-17 10:24:28+00:00,@endsars https://t.co/OmYmPGhu2P,endsars,positive,0.9828166961669922
5341,Lloyd30918749,2020-10-17 10:23:42+00:00,@HeirJaybee @Orlah_midey @YulEdochie @EndSars Noted,heirjaybee orlahmidey yuledochie endsars noted,positive,0.9977321624755859
5342,Teddd057932283,2020-10-17 10:22:56+00:00,@Orlah_midey @YulEdochie @EndSars Werey dey disguise,orlahmidey yuledochie endsars werey dey disguise,negative,0.8147693872451782
5343,moses_ox,2020-10-17 10:22:56+00:00,@swat @endsars   we move ✊✊ https://t.co/2A51aqtDZ5,swat endsars ,negative,0.5742318034172058
5344,GoodFrydayM,2020-10-17 10:21:52+00:00,"@YeleSowore @OfficialAPCNg @GboyegaOyetola @MBuhari They have a mission, like blabbing @AmbCoomasie, to frustrate us. But they fail to understand that a man that's down need fear no fall. The force that is driving us @EndSARS protesters, is unstoppable.",yelesowore officialapcng gboyegaoyetola mbuhari mission like blabbing ambcoomasie frustrate fail understand man thats need fear fall force driving endsars protesters unstoppable,negative,0.9972559809684753
5345,Dacovasr,2020-10-17 10:21:16+00:00,See Old fools. All they do is to sleep and collect sitting allowance and talk rubbish and they go back to sleep. Useless people. @AishaYesufu @renoomokri @Endsars #ENDBADGOVERNANCE #EndCorruptionInNigeria https://t.co/GDiTQuh61f https://t.co/u93YaQDgqI,old fools sleep collect sitting allowance talk rubbish sleep useless people aishayesufu renoomokri endsars endbadgovernance endcorruptioninnigeria,negative,0.9999428987503052
5346,HolyGuyDbld,2020-10-17 10:19:36+00:00,"Have been tweet this now for a while, I need dis help from anyone who can, am needful anything you can, is welcome @davido @cuppymusic @officialnairam1 @wizkidayo @djkaywise @EndSARS WEMA BANK 0228205953 thanks for understanding.....",tweet need dis help needful welcome davido cuppymusic officialnairam1 wizkidayo djkaywise endsars wema bank 0228205953 thanks understanding,negative,0.570523202419281
5347,iam_ielemson,2020-10-17 10:19:02+00:00,@cnni @BBCAfrica @ENDSARS @ENDSWAT https://t.co/hIyYpBOqxD,cnni bbcafrica endsars endswat,negative,0.9129537343978882
5348,BashiruAbdulka8,2020-10-17 10:17:54+00:00,@jennygodswill @aeeshadam Yes ooo @EndSARS @EndPoliceBrutality,jennygodswill aeeshadam yes ooo endsars endpolicebrutality,positive,0.9964768290519714
5349,ElomJohnson,2020-10-17 10:17:06+00:00,@iRuntown @endsars endswat,iruntown endsars endswat,negative,0.5964799523353577
5350,RSNInt,2020-10-17 10:11:08+00:00,@Imamofpeace @ENDSARS,imamofpeace endsars,negative,0.6819615960121155
5351,funnymoney1_769,2020-10-17 10:10:51+00:00,@djkaywise @endsars @alimoshoprotest @jhoonation,djkaywise endsars alimoshoprotest jhoonation,positive,0.9282429814338684
5352,RSNInt,2020-10-17 10:10:39+00:00,@Imamofpeace @EndSars,imamofpeace endsars,negative,0.6819615960121155
5353,ajezobo,2020-10-17 10:10:39+00:00,#alimoshoprotest @EndSARS,alimoshoprotest endsars,negative,0.7807475924491882
5354,iamdorablack,2020-10-17 10:09:03+00:00,@hellomike01 @black_bhoy_ @EndSars,hellomike01 blackbhoy endsars,positive,0.7345133423805237
5355,ComradeOnyeka,2020-10-17 10:07:49+00:00,"@somaoffical @obyezeks @HQNigerianArmy @DefenceInfoNG @PoliceNG @NGRPresident @MBuhari @EndSars @EndSWATNow When you call OC SARS remener to mention his name James Nwafor, former SSA to Governor Obiano on Security
#EndSarsNow #EndSARS #EndPoliceBrutality #ProbeAwkuzuSars #EndSARSProtest #Anambraprotest #AwkaProtest #Nigerianyoutharise #Nigerianyouthsarise #Trump2020 #Abuja",somaoffical obyezeks hqnigerianarmy defenceinfong policeng ngrpresident mbuhari endsars endswatnow oc sars remener mention james nwafor ssa governor obiano security endsarsnow endsars endpolicebrutality probeawkuzusars endsarsprotest anambraprotest awkaprotest nigerianyoutharise nigerianyouthsarise trump2020 abuja,positive,0.9672247767448425
5356,Randy72994508,2020-10-17 10:01:34+00:00,"@Orlah_midey @YulEdochie @EndSars Make una leave this gyal let stay focus
#EndSARS 
#EndBadGovernmentinNIGERIA 
#EndPoliceBrutalityinNigera",orlahmidey yuledochie endsars una leave gyal let stay focus endsars endbadgovernmentinnigeria endpolicebrutalityinnigera,positive,0.8086638450622559
5357,COkunuga,2020-10-17 10:01:08+00:00,@ENDSARS @StopPoliceBrutality https://t.co/HZYakUtjtF,endsars stoppolicebrutality,positive,0.7744313478469849
5358,Dat_Onowu,2020-10-17 10:00:48+00:00,@StanbicIBTC don Dey do 2days upgrade this morning o . They never used two days to do system upgrade before. All their services completely shut down. Wahala for who no fear anonymous o #Anonymous #EndBadGoveranceInNigeria @endsars #AbujaProtesters,stanbicibtc don dey 2days upgrade morning o days system upgrade services completely shut wahala fear anonymous o anonymous endbadgoveranceinnigeria endsars abujaprotesters,negative,0.9989755153656006
5359,Realkogiboy,2020-10-17 10:00:21+00:00,@EndSARS https://t.co/R3Cz1WFaZF,endsars,positive,0.9828166961669922
5360,samwellCFC,2020-10-17 09:56:52+00:00,@Orlah_midey @YulEdochie @EndSars Atikulated or not @MBuhari has failed Nigeria and in saner country should have been made to resign.,orlahmidey yuledochie endsars atikulated mbuhari failed nigeria saner country resign,negative,0.8985463976860046
5361,Ivonye_,2020-10-17 09:47:35+00:00,"@LilTunechi Your ancestral calculator said you're 53% Nigerian, I wonder if you haven't noticed what your fellow Nigerians (youths) are passing through in the hands of Police 👮 . @EndSars
@EndSWAT
@EndPoliceBrutality",liltunechi ancestral calculator said youre 53 nigerian wonder havent noticed fellow nigerians youths passing hands police  endsars endswat endpolicebrutality,negative,0.9381360411643982
5362,AkinboluO,2020-10-17 09:42:50+00:00,"@jidesanwoolu
@followlasg
@PoliceNG
Kindly take note that ever since the protest of @endsars @endpolicebrutality the rate of kidnapping have reduce in Lagos state. #endsarsnow #endpolicebrutality #endswat #reformnigeriapoliceforce.",jidesanwoolu followlasg policeng kindly note protest endsars endpolicebrutality rate kidnapping reduce lagos state endsarsnow endpolicebrutality endswat reformnigeriapoliceforce,positive,0.5502443909645081
5363,king_lins,2020-10-17 09:39:15+00:00,"@tosindan4u @biafrason77 Close persons to this idiot should drop his number and address let's take him off first, we need to set example with this guy he is an enemy @EndSARS @Endpolicebrutality @endbadgovernaceinnigeria",tosindan4u biafrason77 close persons idiot drop number address lets need set example guy enemy endsars endpolicebrutality endbadgovernaceinnigeria,negative,0.9612963199615479
5364,Brighton_____,2020-10-17 09:34:55+00:00,"@Orlah_midey @YulEdochie @EndSars Ogirl chill na..
Follow for follow.. Ifb",orlahmidey yuledochie endsars ogirl chill na follow follow ifb,positive,0.975045382976532
5365,Brighton_____,2020-10-17 09:34:14+00:00,"@JoyceAda6 @Orlah_midey @YulEdochie @EndSars Nawaoo

Follow for follow.. Ifb",joyceada6 orlahmidey yuledochie endsars nawaoo follow follow ifb,positive,0.9541609287261963
5366,Brighton_____,2020-10-17 09:32:18+00:00,"@nezecindy @Orlah_midey @YulEdochie @EndSars Amen 😂😂😂

Follow for follow.. Ifb",nezecindy orlahmidey yuledochie endsars amen  follow follow ifb,positive,0.9922044277191162
5367,BelloOl87572467,2020-10-17 09:32:14+00:00,We make it out today makes a better tomorrow so my brother an sister let the movement continue @endsars,today makes better tomorrow brother sister let movement continue endsars,positive,0.9340531229972839
5368,Brighton_____,2020-10-17 09:31:37+00:00,@HeirJaybee @Lloyd30918749 @Orlah_midey @YulEdochie @EndSars Follow for follow.. Ifb,heirjaybee lloyd30918749 orlahmidey yuledochie endsars follow follow ifb,positive,0.9969423413276672
5369,Brighton_____,2020-10-17 09:31:31+00:00,"@Orlah_midey @YulEdochie @EndSars 😥😂😂😂😂😂

Follow for follow.. Ifb",orlahmidey yuledochie endsars  follow follow ifb,positive,0.9944317936897278
5370,martinschrsi,2020-10-17 09:25:48+00:00,@Orlah_midey @YulEdochie @EndSars You talk well!!!,orlahmidey yuledochie endsars talk,positive,0.9991201758384705
5371,zamdy10,2020-10-17 09:25:16+00:00,@legitngnews We Move @EndSARS,legitngnews endsars,positive,0.9326951503753662
5372,AbrahamHero3,2020-10-17 09:22:50+00:00,"@metuchizzy @SK_ENTERPRISE1 @ENDSARS
Thank you very much
God bless the giver
Glo Glo Glo Glo 🙏",metuchizzy skenterprise1 endsars thank god bless giver glo glo glo glo ,positive,0.9972277283668518
5373,AbiolaAyomikun2,2020-10-17 09:19:09+00:00,@BillPehuie @endsars @AbiolaAyomikun2,billpehuie endsars abiolaayomikun2,negative,0.9930069446563721
5374,abu_nasreen,2020-10-17 09:17:10+00:00,"I think this @EndSars thing is taking a whole different way direction. I hope PMB will not continue in his usual manner of watching from the fence till a time when it deteriorate to a level the Gov't cannot tame it. Gov't had already disbanded Sars, so what is all this continued",think endsars thing taking different way direction hope pmb continue usual manner watching fence till time deteriorate level govt tame govt disbanded sars continued,negative,0.9852128028869629
5375,harunamanga,2020-10-17 09:13:02+00:00,@officiallymesh You be Mumu. Talk for yourself not for every one I am against your views a d opposed to @EndSARS,officiallymesh mumu talk views d opposed endsars,negative,0.9992426633834839
5376,FetimiB,2020-10-17 09:13:01+00:00,@Orlah_midey @YulEdochie @EndSars Shut up this girl.,orlahmidey yuledochie endsars shut girl,positive,0.738929808139801
5377,segunmor,2020-10-17 09:10:57+00:00,Omase o #ENDBADGOVERNANCE @endsars https://t.co/cAl8kULeah,omase o endbadgovernance endsars,positive,0.9537301659584045
5378,eloo_kay,2020-10-17 09:10:12+00:00,@UgwunnaEjikem @St_Vin I said it. I knew he would escape. Lets hunt him down to face justice. @EndSARS,ugwunnaejikem stvin said knew escape lets hunt face justice endsars,positive,0.8866690993309021
5379,SimonRalph101,2020-10-17 09:09:25+00:00,@nelsonjohn232 @Orlah_midey @YulEdochie @EndSars Gbam!,nelsonjohn232 orlahmidey yuledochie endsars gbam,positive,0.999058187007904
5380,teeth4tart,2020-10-17 09:03:55+00:00,Thanks to PROTESTERS @EndSARS today Ifunanya Amadike has defeated CSP EYOH in Warri and MURDEROUS POLICE OFFICERS like him. LONG LIVE THE YOUTHS @bukola_beckley @MaziNnamdiKanu @Amaka_Ekwo @OrientalTimes @YeleSowore @AishaYesufu @btc_zone https://t.co/vMRIY3hNys,thanks protesters endsars today ifunanya amadike defeated csp eyoh warri murderous police officers like long live youths bukolabeckley mazinnamdikanu amakaekwo orientaltimes yelesowore aishayesufu btczone,positive,0.8868803381919861
5381,AbrahamHero3,2020-10-17 09:03:24+00:00,"@IamChiji14 @ENDSARS
@ENDSWAT
Glo Glo
Yesterday unknown number has been calling me..it's not good to put our numbers here
Just d network...Glo 🙏🤝",iamchiji14 endsars endswat glo glo yesterday unknown number calling meits good numbers d networkglo 🤝,negative,0.9567441940307617
5382,abbeycom1,2020-10-17 08:58:23+00:00,Another day and it’s still @EndSars @EndPoliceBrutality @EndSWAT.... we will never give up or get tired of our right to voice out our pains. ✊🏾✊🏾✊🏾,day it’s endsars endpolicebrutality endswat tired right voice pains ,negative,0.997519314289093
5383,Benedictphelton,2020-10-17 08:58:04+00:00,@Mr_Macaronii_ @Endsars,mrmacaronii endsars,negative,0.9993274211883545
5384,Nawa4Uoo1,2020-10-17 08:56:03+00:00,"@mrmacar0niii Replying to @mrmacar0niii
@ENDSARS
@ENDPOLICEBRUTALITY
@ENDSWATS",mrmacar0niii replying mrmacar0niii endsars endpolicebrutality endswats,negative,0.927689790725708
5385,AbrahamHero3,2020-10-17 08:55:51+00:00,"@djkaywise @LagosFather Yesterday I nor win oh
I pray u reason me today
@JoorNation
@LagosFather
@ENDSARS
@ENDSARS
@SARSMUSTEND

Glo Glo🙏🙏🙏🤝",djkaywise lagosfather yesterday win oh pray u reason today joornation lagosfather endsars endsars sarsmustend glo glo🤝,positive,0.5484786629676819
5386,AdeagboAdewal13,2020-10-17 08:54:37+00:00,"@FrankKhalidUK This is the very elderly father of the recent killed Jimoh Isiaq by the SARS in Nigeria. He wasn't even protesting, be was far away, yet he was gunned down by a shot from a war gun. RIP to a life cut short by bad governance. @EndSars https://t.co/IHceYyE1fI",frankkhaliduk elderly father recent killed jimoh isiaq sars nigeria wasnt protesting far away gunned shot war gun rip life cut short bad governance endsars,negative,0.9904143810272217
5387,UgSkylar,2020-10-17 08:48:48+00:00,"@Orlah_midey @YulEdochie @EndSars Not your fault, @Maryam... What else can we expect from people like you that are still eating ""MAMA THANK YOU""",orlahmidey yuledochie endsars fault maryam expect people like eating mama thank,positive,0.9376299977302551
5388,Thawgy,2020-10-17 08:48:27+00:00,@fkabudu @EndSars,fkabudu endsars,negative,0.7251607179641724
5389,jdkskskekekek,2020-10-17 08:46:25+00:00,@officialnairam1 @ekitiprotest @EndSarS @wizkidayo @Olamide @mrmacaronii @endsarsbrutality https://t.co/qO6Cd1duvy,officialnairam1 ekitiprotest endsars wizkidayo olamide mrmacaronii endsarsbrutality,negative,0.9034321904182434
5390,adetife4,2020-10-17 08:44:09+00:00,"Nothing pain me pass, D Recess allowance... shey na school dem Dey ni 🤷‍♂️@Endsars✊🏾@Endpolicebrutality @Endswat https://t.co/tQBVovAO6J",pain pass d recess allowance shey na school dem dey ni 🤷‍endsarsendpolicebrutality endswat,negative,0.9978249073028564
